Категория;Название;Картинки;Артикул;Описание;Характеристика
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20244 20 дюймів  біло-малиновий - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/85/77/27785/images/60900/60900.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/85/77/27785/images/60901/60901.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/85/77/27785/images/60902/60902.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/85/77/27785/images/60903/60903.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/85/77/27785/images/60904/60904.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/85/77/27785/images/60905/60905.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/85/77/27785/images/60906/60906.55x0.jpg;Y20244;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 56 див.  max= 66 див.

Підсідельний штир Хромированая сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX/ 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: фарбована сталь

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  пензлики на кермо  декор на спиці  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 6 кг";"Рекомендована ціна: 0 | Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Упаковка: Картонна коробка | Вид: Двоколісні | Бренд: PROF1 | Стать: для дівчаток | Країна реєстрації бренду: Китай | Тип гальма: Передній - кліщовий | Задній - ножний | Ручне гальмо: Так | Стан: нове | Висота сидіння: 56-66 см | Вік: Від 7-ми років | Матеріал коліс: Гума | Країна-виробник товару: Китай | Матеріал: Комбінований | Кількість коліс: 2 | Тип: Велосипед | Матеріал рами: Сталь | Діаметр колеса: 20"" | Гарантія: 14 днів | Колір: малиновий | Висота рульової стійки: 85-90 см | Вікова група: Від 7 років"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y2026-1 20 дюймів  фуксія - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/94/77/27794/images/60941/60941.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/94/77/27794/images/60942/60942.55x0.jpg;Y2026-1;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 56 див.  max= 66 див.

Підсідельний штир Хромированая сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX/ 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: фарбована сталь

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  пензлики на кермо  декор на спиці  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 6 кг";"Рекомендована ціна: 0 | Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Вік: Від 7-ми років | Кількість коліс: 2 | Матеріал рами: Сталь | Висота рульової стійки: 85-90 см | Діаметр колеса: 20"" | Матеріал: Комбінований | Тип: Велосипед | Бренд: PROF1 | Гарантія: 14 днів | Колір: фуксія | Тип гальма: Передній - кліщовий | Задній - ножний | Вікова група: Від 7 років | Країна реєстрації бренду: Китай | Висота сидіння: 56-66 см | Ручне гальмо: Так | Упаковка: Картонна коробка | Вид: Двоколісні | Стать: для дівчаток | Матеріал коліс: Гума | Країна-виробник товару: Китай | Стан: нове"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20303N 20 дюймів  бузковий - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/96/77/27796/images/60950/60950.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/96/77/27796/images/60951/60951.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/96/77/27796/images/60952/60952.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/96/77/27796/images/60953/60953.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/96/77/27796/images/60954/60954.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/96/77/27796/images/60955/60955.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/96/77/27796/images/60956/60956.55x0.jpg;Y20303N;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 56 див.  max= 66 див.

Підсідельний штир Хромированая сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX/ 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: фарбована сталь

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  пензлики на кермо  декор на спиці  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 6 кг";"Габарити: висота: 0 | Рекомендована ціна: 0 | Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Стан: нове | Матеріал коліс: Гума | Вік: Від 7-ми років | Країна-виробник товару: Китай | Кількість коліс: 2 | Матеріал рами: Сталь | Тип гальма: Передній - кліщовий | Задній - ножний | Діаметр колеса: 20"" | Матеріал: Комбінований | Висота рульової стійки: 85-90 см | Ручне гальмо: Так | Висота сидіння: 56-66 см | Тип: Велосипед | Вікова група: Від 7 років | Гарантія: 14 днів | Колір: бузковий | Вид: Двоколісні | Бренд: PROF1 | Упаковка: Картонна коробка | Країна реєстрації бренду: Китай | Стать: для дівчаток"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20252-1 20 дюймів  чорний - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/92/77/27792/images/60934/60934.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/92/77/27792/images/60935/60935.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/92/77/27792/images/60936/60936.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/92/77/27792/images/60937/60937.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/92/77/27792/images/60938/60938.55x0.jpg;Y20252-1;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 59 див.  max= 69 див.

Підсідельний штир Фарбована сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX / 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: пластик

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 3 кг";"Рекомендована ціна: 0 | Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Вид: Двоколісні | Упаковка: Картонна коробка | Матеріал коліс: Гума | Країна-виробник товару: Китай | Стать: унісекс | Кількість коліс: 2 | Матеріал рами: Сталь | Висота рульової стійки: 85-90 см | Діаметр колеса: 20"" | Стан: нове | Вік: Від 7-ми років | Бренд: PROF1 | Країна реєстрації бренду: Китай | Тип гальма: Передній - кліщовий | Задній - ножний | Висота сидіння: 59-69 см | Ручне гальмо: Так | Матеріал: Комбінований | Тип: Велосипед | Вікова група: Від 7 років | Гарантія: 14 днів | Колір: чорний"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20251-1 20 дюймів  білий - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/90/77/27790/images/60927/60927.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/90/77/27790/images/60928/60928.55x0.jpg;Y20251-1;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 59 див.  max= 69 див.

Підсідельний штир Фарбована сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX / 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: пластик

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 3 кг";"Рекомендована ціна: 0 | Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Стан: нове | Матеріал коліс: Гума | Країна-виробник товару: Китай | Вік: Від 7-ми років | Кількість коліс: 2 | Тип гальма: Передній - кліщовий | Задній - ножний | Матеріал рами: Сталь | Ручне гальмо: Так | Діаметр колеса: 20"" | Висота сидіння: 59-69 см | Висота рульової стійки: 85-90 см | Матеріал: Комбінований | Тип: Велосипед | Вікова група: Від 7 років | Гарантія: 14 днів | Колір: білий | Бренд: PROF1 | Упаковка: Картонна коробка | Вид: Двоколісні | Країна реєстрації бренду: Китай | Стать: унісекс"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20313 20 дюймів  синій - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/98/77/27798/images/60959/60959.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/98/77/27798/images/60960/60960.55x0.jpg;Y20313;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь. Висота min= 80 див.  max= 85 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам поліпшеного типу з дод. пластиковим фіксатором  висота min= 54 див. max= 64 див.

Підсідельний штир Фарбована сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні-кліщовий  задній ножний

Колеса Гума FX/ 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє  фарбована сталь

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 2 кг";"Рекомендована ціна: 0 | Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Гарантія: 14 днів | Колір: синій | Вікова група: Від 7 років | Матеріал коліс: Гума | Країна-виробник товару: Китай | Упаковка: Картонна коробка | Вид: Двоколісні | Кількість коліс: 2 | Стать: унісекс | Матеріал рами: Сталь | Висота рульової стійки: 80-85 см | Діаметр колеса: 20"" | Стан: нове | Бренд: PROF1 | Вік: Від 7-ми років | Країна реєстрації бренду: Китай | Тип гальма: Передній - кліщовий | Задній - ножний | Матеріал: Комбінований | Ручне гальмо: Так | Тип: Велосипед | Висота сидіння: 54-64 см"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20242S-1 20 дюймів  малиновий - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/84/77/27784/images/60893/60893.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/84/77/27784/images/60894/60894.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/84/77/27784/images/60895/60895.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/84/77/27784/images/60896/60896.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/84/77/27784/images/60897/60897.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/84/77/27784/images/60898/60898.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/84/77/27784/images/60899/60899.55x0.jpg;Y20242S-1;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 56 див.  max= 66 див.

Підсідельний штир Хромированая сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX/ 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: фарбована сталь

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  пензлики на кермо  декор на спиці  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 6 кг";"Рекомендована ціна: 0 | Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Кількість коліс: 2 | Матеріал рами: Сталь | Упаковка: Картонна коробка | Вид: Двоколісні | Діаметр колеса: 20"" | Висота рульової стійки: 85-90 см | Стать: для дівчаток | Бренд: PROF1 | Тип гальма: Передній - кліщовий | Задній - ножний | Стан: нове | Країна реєстрації бренду: Китай | Ручне гальмо: Так | Висота сидіння: 56-66 см | Вік: Від 7-ми років | Матеріал: Комбінований | Матеріал коліс: Гума | Тип: Велосипед | Країна-виробник товару: Китай | Гарантія: 14 днів | Колір: малиновий | Вікова група: Від 7 років"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20302N 20 дюймів  малиновий - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/95/77/27795/images/60943/60943.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/95/77/27795/images/60944/60944.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/95/77/27795/images/60945/60945.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/95/77/27795/images/60946/60946.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/95/77/27795/images/60947/60947.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/95/77/27795/images/60948/60948.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/95/77/27795/images/60949/60949.55x0.jpg;Y20302N;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 56 див.  max= 66 див.

Підсідельний штир Хромированая сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX/ 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: фарбована сталь

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  пензлики на кермо  декор на спиці  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 6 кг";"Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Рекомендована ціна: 0 | Вага товару: 0 | Упаковка: Картонна коробка | Вид: Двоколісні | Стать: для дівчаток | Матеріал коліс: Гума | Країна-виробник товару: Китай | Кількість коліс: 2 | Стан: нове | Матеріал рами: Сталь | Діаметр колеса: 20"" | Висота рульової стійки: 85-90 см | Вік: Від 7-ми років | Тип гальма: Передній - кліщовий | Задній - ножний | Матеріал: Комбінований | Ручне гальмо: Так | Бренд: PROF1 | Висота сидіння: 56-66 см | Тип: Велосипед | Країна реєстрації бренду: Китай | Гарантія: 14 днів | Колір: малиновий | Вікова група: Від 7 років"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y2025-1 20 дюймів  біло-малиновий - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/88/77/27788/images/60920/60920.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/88/77/27788/images/60921/60921.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/88/77/27788/images/60922/60922.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/88/77/27788/images/60923/60923.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/88/77/27788/images/60924/60924.55x0.jpg;Y2025-1;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 56 див.  max= 66 див.

Підсідельний штир Хромированая сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX/ 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: фарбована сталь

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  пензлики на кермо  декор на спиці  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 6 кг";"Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Рекомендована ціна: 0 | Країна реєстрації бренду: Китай | Матеріал: Комбінований | Тип: Велосипед | Вікова група: Від 7 років | Гарантія: 14 днів | Колір: малиновий | Матеріал коліс: Гума | Вид: Двоколісні | Країна-виробник товару: Китай | Упаковка: Картонна коробка | Тип гальма: Передній - кліщовий | Задній - ножний | Стать: для дівчаток | Кількість коліс: 2 | Ручне гальмо: Так | Висота сидіння: 56-66 см | Матеріал рами: Сталь | Висота рульової стійки: 85-90 см | Діаметр колеса: 20"" | Стан: нове | Бренд: PROF1 | Вік: Від 7-ми років"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20323 20 дюймів  синій - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/01/78/27801/images/60965/60965.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/01/78/27801/images/60966/60966.55x0.jpg;Y20323;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 59 див.  max= 69 див.

Підсідельний штир Фарбована сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX / 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: пластик

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 3 кг";"Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Рекомендована ціна: 0 | Бренд: PROF1 | Країна реєстрації бренду: Китай | Матеріал: Комбінований | Тип: Велосипед | Вікова група: Від 7 років | Гарантія: 14 днів | Колір: синій | Вид: Двоколісні | Упаковка: Картонна коробка | Матеріал коліс: Гума | Країна-виробник товару: Китай | Стать: унісекс | Тип гальма: Передній - кліщовий | Задній - ножний | Кількість коліс: 2 | Матеріал рами: Сталь | Ручне гальмо: Так | Висота сидіння: 59-69 см | Діаметр колеса: 20"" | Висота рульової стійки: 85-90 см | Стан: нове | Вік: Від 7-ми років"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20311 20 дюймів  червоний - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/97/77/27797/images/60957/60957.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/97/77/27797/images/60958/60958.55x0.jpg;Y20311;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь. Висота min= 80 див.  max= 85 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам поліпшеного типу з дод. пластиковим фіксатором  висота min= 54 див. max= 64 див.

Підсідельний штир Фарбована сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні-кліщовий  задній ножний

Колеса Гума FX/ 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє  фарбована сталь

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 2 кг";"Рекомендована ціна: 0 | Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Вид: Двоколісні | Упаковка: Картонна коробка | Матеріал коліс: Гума | Країна-виробник товару: Китай | Стать: унісекс | Кількість коліс: 2 | Матеріал рами: Сталь | Висота рульової стійки: 80-85 см | Діаметр колеса: 20"" | Стан: нове | Вік: Від 7-ми років | Бренд: PROF1 | Країна реєстрації бренду: Китай | Тип гальма: Передній - кліщовий | Задній - ножний | Висота сидіння: 54-64 см | Ручне гальмо: Так | Матеріал: Комбінований | Тип: Велосипед | Вікова група: Від 7 років | Гарантія: 14 днів | Колір: червоний"
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20244-1 20 дюймів  біло-малиновий - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/86/77/27786/images/60907/60907.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/86/77/27786/images/60908/60908.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/86/77/27786/images/60909/60909.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/86/77/27786/images/60910/60910.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/86/77/27786/images/60911/60911.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/86/77/27786/images/60912/60912.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/86/77/27786/images/60913/60913.55x0.jpg;Y20244-1;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 56 див.  max= 66 див.

Підсідельний штир Хромированая сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX/ 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: фарбована сталь

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  пензлики на кермо  декор на спиці  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 6 кг";"Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Рекомендована ціна: 0 | Матеріал: Комбінований | Бренд: PROF1 | Тип: Велосипед | Країна реєстрації бренду: Китай | Вікова група: Від 7 років | Гарантія: 14 днів | Колір: малиновий | Вид: Двоколісні | Упаковка: Картонна коробка | Стать: для дівчаток | Матеріал коліс: Гума | Країна-виробник товару: Китай | Стан: нове | Кількість коліс: 2 | Тип гальма: Передній - кліщовий | Задній - ножний | Вік: Від 7-ми років | Матеріал рами: Сталь | Ручне гальмо: Так | Висота рульової стійки: 85-90 см | Висота сидіння: 56-66 см | Діаметр колеса: 20"""
Дитячі двоколісні велосипеди;Велосипед дитячий PROF1 Y20251 20 дюймів  білий - гурт(опт)  дропшиппінг;https://royaltoys.com.ua/wa-data/public/shop/products/89/77/27789/images/60925/60925.55x0.jpg | https://royaltoys.com.ua/wa-data/public/shop/products/89/77/27789/images/60926/60926.55x0.jpg;Y20251;"Розмір колеса 20 дюймів

Рама/вилка Високоміцна сталь

Кермо 1-болтове кріплення  фарбована сталь  висота min= 85 див.  max= 90 див.

Рульові Прогумовані накладки гріпси

Сидіння Кожзам покращеного типу з дод. пластиковим фіксатором  висота min= 59 див.  max= 69 див.

Підсідельний штир Фарбована сталь  регулюється по висоті  затиск: болт

Каретка Розбірна  на насипних підшипниках 

Система шатунів Одноелементна зі знімною зіркою

Захист ланцюга Р-образна  фарбована сталь

Гальма Передні: кліщовий  задній: ножний

Колеса Гума FX / 20х2 125

Обода Фарбована сталь

Педалі Пластмаса з бічними відбивачами

Крила Переднє/заднє: пластик

Доп. Комплектація Підніжка  дзвінок  ліхтарик  наклейки  катафоти (передні/задні/ колісні)  м'які накладки рульові

Вага 10 3 кг";"Рекомендована ціна: 0 | Вага товару: 0 | Габарити: довжина: 0 | Габарити: ширина: 0 | Габарити: висота: 0 | Вік: Від 7-ми років | Кількість коліс: 2 | Матеріал рами: Сталь | Висота рульової стійки: 85-90 см | Діаметр колеса: 20"" | Матеріал: Комбінований | Тип: Велосипед | Бренд: PROF1 | Гарантія: 14 днів | Колір: білий | Тип гальма: Передній - кліщовий | Задній - ножний | Вікова група: Від 7 років | Країна реєстрації бренду: Китай | Висота сидіння: 59-69 см | Ручне гальмо: Так | Упаковка: Картонна коробка | Вид: Двоколісні | Стать: унісекс | Матеріал коліс: Гума | Країна-виробник товару: Китай | Стан: нове"
